Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
19,0,0,489,2,2,2,4,1,1,52,2,1,8,4,0,2564,18437,1,1,12,3,3,0,1,3,4,1,0,0,0
30,1,2,1398,0,22,4,1,3,0,69,3,3,0,1,1,8412,2890,0,1,11,3,3,0,10,3,3,9,8,7,8
57,1,0,210,0,29,3,3,1,1,56,2,4,5,4,2,14118,22102,3,1,12,3,3,1,32,3,2,1,0,0,0
50,1,0,1099,1,29,4,0,2,1,88,2,4,5,3,1,17046,9314,0,1,15,3,2,1,28,2,3,27,10,15,7
30,1,2,1116,1,2,3,2,3,0,49,3,1,2,4,0,2564,7181,0,1,14,3,3,0,12,2,2,11,7,6,7
60,1,1,1499,0,28,3,3,3,0,80,2,3,0,1,1,10266,2845,4,1,19,3,4,0,22,5,4,18,13,13,11
47,1,0,983,1,2,2,2,1,0,65,3,2,3,4,2,5070,7389,5,1,13,3,3,3,20,2,3,5,0,0,4
46,1,0,1009,1,2,3,0,1,1,51,3,4,7,3,1,17861,2288,6,1,13,3,3,0,26,2,1,3,2,0,1
35,1,0,144,1,22,3,0,4,1,46,1,1,2,3,0,4230,19225,0,1,15,3,3,0,6,2,3,5,4,4,3
54,1,0,548,1,8,4,0,3,0,42,3,2,2,3,0,3780,23428,7,1,11,3,3,0,19,3,3,1,0,0,0
34,1,0,1303,1,2,4,0,4,1,62,2,1,1,3,2,2768,8416,3,1,12,3,3,1,14,3,3,7,3,5,7
46,1,0,1125,0,10,3,3,3,0,94,2,3,0,4,1,9071,11563,2,0,19,3,3,1,15,3,3,3,2,1,2
31,1,0,1274,1,9,1,0,3,1,33,3,3,3,2,2,10648,14394,1,1,25,4,4,1,13,6,4,13,8,0,8
33,0,0,1277,1,15,1,2,2,1,56,3,3,5,3,1,13610,24619,7,0,12,3,4,0,15,2,4,7,6,7,7
33,0,0,587,1,10,1,2,1,1,38,1,1,2,4,2,3408,6705,7,1,13,3,1,3,8,2,3,4,3,1,3
30,1,0,413,0,7,1,3,4,1,57,3,1,6,2,0,2983,18398,0,1,14,3,1,0,4,3,3,3,2,1,2
35,1,0,1276,1,16,3,0,4,1,72,3,3,4,3,1,7632,14295,4,0,12,3,3,0,10,2,3,8,7,0,0
31,0,1,534,1,20,3,0,1,1,66,3,3,4,3,1,9824,22908,3,1,12,3,1,0,12,2,3,1,0,0,0
34,0,1,988,2,23,3,5,2,0,43,3,3,8,1,2,9950,11533,9,0,15,3,3,3,11,2,3,3,2,0,2
42,1,1,1474,1,5,2,1,2,1,97,3,1,2,3,1,2093,9260,4,1,17,3,4,1,8,4,3,2,2,2,0
36,1,2,635,0,10,4,2,2,1,32,3,3,0,4,0,9980,15318,1,1,14,3,4,0,10,3,2,10,3,9,7
22,0,1,1368,1,4,1,4,3,1,99,2,1,2,3,0,3894,9129,5,1,16,3,3,0,4,3,3,2,2,1,2
48,1,0,163,0,2,5,3,2,0,37,3,2,0,4,1,4051,19658,2,1,14,3,1,1,14,2,3,9,7,6,7
55,1,0,1117,0,18,5,0,1,0,83,3,4,5,2,0,16835,9873,3,1,23,4,4,0,37,2,3,10,9,7,7
41,1,2,267,0,10,2,0,4,1,56,3,2,0,4,0,6230,13430,7,1,14,3,4,0,16,3,3,14,3,1,10
35,1,0,619,0,1,3,3,2,1,85,3,2,0,3,1,4717,18659,9,1,11,3,3,0,15,2,3,11,9,6,9
40,1,0,302,1,6,3,0,2,0,75,3,4,3,3,0,13237,20364,7,1,15,3,3,0,22,3,3,20,6,5,13
39,1,1,443,1,8,1,0,3,0,48,3,1,2,3,1,3755,17872,1,1,11,3,1,1,8,3,3,8,3,0,7
31,1,0,828,0,2,1,0,2,1,77,3,2,0,4,0,6582,8346,4,0,13,3,3,0,10,2,4,6,5,0,5
42,1,0,319,1,24,3,2,4,1,56,3,3,3,1,1,7406,6950,1,0,21,4,4,1,10,5,2,10,9,5,8
45,1,0,561,0,2,3,1,4,1,61,3,2,0,2,1,4805,16177,0,1,19,3,2,1,9,3,4,8,7,3,7
26,0,1,426,2,17,4,0,2,0,58,3,1,8,3,2,2741,22808,0,0,11,3,2,1,8,2,2,7,7,1,0
29,1,0,232,1,19,3,4,4,1,34,3,2,3,4,2,4262,22645,4,1,12,3,2,2,8,2,4,3,2,1,2
33,1,0,922,1,1,5,2,1,0,95,4,4,7,3,2,16184,22578,4,1,19,3,3,1,10,2,3,6,1,0,5
31,1,0,688,0,7,3,0,3,1,44,2,3,5,4,2,11557,25291,9,1,21,4,3,1,10,3,2,5,4,0,1
18,0,1,1306,0,5,3,3,2,1,69,3,1,6,2,0,1878,8059,1,0,14,3,4,0,0,3,3,0,0,0,0
40,1,2,1094,0,28,3,1,3,1,58,1,3,0,1,2,10932,11373,3,1,15,3,3,1,20,2,3,1,0,0,1
41,1,2,509,1,2,4,1,1,0,62,2,2,4,3,0,6811,2112,2,0,17,3,1,0,10,3,3,8,7,0,7
26,1,0,775,0,29,2,2,1,1,45,3,2,0,3,2,4306,4267,5,1,12,3,1,2,8,5,3,0,0,0,0
35,1,0,195,0,1,3,2,1,0,80,3,2,0,3,0,4859,6698,1,1,16,3,4,0,5,3,3,5,4,0,3
34,1,0,258,0,21,4,0,4,1,74,4,2,0,4,0,5337,19921,1,1,12,3,4,0,10,3,3,10,7,5,7
26,0,0,471,1,24,3,4,3,1,66,1,1,2,4,0,2340,23213,1,0,18,3,2,0,1,3,1,1,0,0,0
37,1,0,799,1,1,3,4,2,0,59,3,3,3,4,0,7491,23848,4,1,17,3,4,0,12,3,4,6,5,1,2
46,1,1,1034,1,18,1,2,1,0,86,3,3,4,3,1,10527,8984,5,1,11,3,4,0,28,3,2,2,2,1,2
41,1,0,1276,0,2,5,0,2,0,91,3,4,5,1,1,16595,5626,7,1,16,3,2,1,22,2,3,18,16,11,8
37,1,2,142,0,9,4,2,1,1,69,3,3,0,2,2,8834,24666,1,1,13,3,4,1,9,6,3,9,5,7,7
52,1,0,956,1,6,2,4,4,1,78,3,2,1,1,2,5577,22087,3,0,12,3,2,2,18,3,3,10,9,6,9
32,0,2,1474,0,11,4,1,4,1,60,4,2,0,3,1,4707,23914,8,1,12,3,4,0,6,2,3,4,2,1,2
24,1,1,535,0,24,3,2,4,1,38,3,1,6,4,1,2400,5530,0,1,13,3,3,2,3,3,3,2,2,2,1
38,1,0,1495,1,10,3,2,3,0,76,3,2,4,3,1,9824,22174,3,1,19,3,3,1,18,4,3,1,0,0,0
37,1,0,446,1,1,4,0,2,0,65,3,2,3,2,1,6447,15701,6,1,12,3,2,1,8,2,2,6,5,4,3
49,1,0,1245,1,18,4,0,4,1,58,2,5,7,3,2,19502,2125,1,0,17,3,3,1,31,5,3,31,9,0,9
24,1,0,691,1,23,3,2,2,1,89,4,1,1,4,1,2725,21630,1,0,11,3,2,2,6,3,3,6,5,1,4
26,1,0,703,0,28,2,3,1,1,66,3,2,0,2,1,6272,7428,1,1,20,4,4,2,6,5,4,5,3,1,4
24,1,0,823,1,17,2,1,4,1,94,2,1,2,2,1,2127,9100,1,1,21,4,4,1,1,2,3,1,0,0,0
50,1,1,1246,2,3,3,2,1,1,99,3,5,5,2,1,18200,7999,1,1,11,3,3,1,32,2,3,32,5,10,7
25,1,0,622,0,13,1,2,2,1,40,3,1,6,3,1,2096,26376,1,1,11,3,3,0,7,1,3,7,4,0,6
24,0,1,1287,1,7,3,0,1,0,55,3,1,2,3,1,2886,14168,1,0,16,3,4,1,6,4,3,6,3,1,2
30,0,1,448,0,12,4,0,2,1,74,2,1,6,1,1,2033,14470,1,1,18,3,3,1,1,2,4,1,0,0,0
34,1,0,254,1,1,2,0,2,1,83,2,1,1,4,1,3622,22794,1,0,13,3,4,1,6,3,3,6,5,1,3
31,0,0,1365,0,13,4,2,2,1,46,3,2,0,1,2,4233,11512,2,1,17,3,3,0,9,2,1,3,1,1,2
35,1,0,538,1,25,2,1,1,1,54,2,2,2,4,0,3681,14004,4,1,14,3,4,0,9,3,3,3,2,0,2
31,1,0,525,0,6,4,2,1,1,66,4,2,0,4,2,5460,6219,4,1,22,4,4,2,13,4,4,7,7,5,7
27,1,0,798,1,6,4,2,1,0,66,2,1,1,3,2,2187,5013,0,1,12,3,3,2,6,5,2,5,3,0,3
37,1,0,558,0,2,3,3,4,1,75,3,2,0,3,1,9602,3010,4,0,11,3,3,1,17,3,2,3,0,1,0
20,1,0,959,1,1,3,0,4,0,83,2,1,1,2,0,2836,11757,1,1,13,3,4,0,1,0,4,1,0,0,0
42,1,0,622,1,2,4,0,3,0,81,3,2,4,4,1,4089,5718,1,1,13,3,2,2,10,4,3,10,2,2,2
43,1,0,782,1,6,4,1,2,1,50,2,4,7,4,2,16627,2671,4,0,14,3,3,1,21,3,2,1,0,0,0
38,1,0,362,1,1,1,0,3,0,43,3,1,1,1,0,2619,14561,3,1,17,3,4,0,8,3,2,0,0,0,0
43,1,1,1001,1,9,5,2,4,1,72,3,2,2,3,2,5679,19627,3,0,13,3,2,1,10,3,3,8,7,4,7
48,1,0,1236,1,1,4,0,4,0,40,2,4,5,1,1,15402,17997,7,1,11,3,1,1,21,3,1,3,2,0,2
44,1,0,1112,2,1,4,0,1,0,50,2,2,8,3,0,5985,26894,4,1,11,3,2,0,10,1,4,2,2,0,2
34,1,0,204,0,14,3,4,3,0,31,3,1,6,3,2,2579,2912,1,0,18,3,4,2,8,3,3,8,2,0,6
27,0,0,1420,0,2,1,3,3,1,85,3,1,6,1,2,3041,16346,0,1,11,3,2,1,5,3,3,4,3,0,2
21,1,0,1343,0,22,1,4,3,1,49,3,1,6,3,0,3447,24444,1,1,11,3,3,0,3,2,3,3,2,1,2
44,1,0,1315,1,3,4,1,4,1,35,3,5,5,4,1,19513,9358,4,0,12,3,1,1,26,2,4,2,2,0,1
22,1,0,604,1,6,1,2,1,1,69,3,1,1,3,1,2773,12145,0,1,20,4,4,0,3,3,3,2,2,2,2
33,1,0,1216,0,8,4,3,3,1,39,3,2,0,3,2,7104,20431,0,1,12,3,4,0,6,3,3,5,0,1,2
32,1,0,646,1,9,4,0,1,0,92,3,2,1,4,1,6322,18089,1,0,12,3,4,1,6,2,2,6,4,0,5
30,1,1,160,1,3,3,2,3,0,71,3,1,1,3,2,2083,22653,1,1,20,4,3,1,1,2,3,1,0,0,0
53,1,0,238,0,1,1,2,4,0,34,3,2,0,1,0,8381,7507,7,1,20,4,4,0,18,2,4,14,7,8,10
34,1,0,1397,1,1,5,0,2,1,42,3,1,1,4,1,2691,7660,1,1,12,3,4,1,10,4,2,10,9,8,8
45,0,1,306,0,26,4,0,1,0,100,3,2,0,1,1,4286,5630,2,1,14,3,4,2,5,4,3,1,1,0,0
26,1,0,991,1,6,3,0,3,0,71,3,1,2,4,1,2659,17759,1,0,13,3,3,1,3,2,3,3,2,0,2
37,1,0,482,1,3,3,1,3,1,36,3,3,3,3,1,9434,9606,1,1,15,3,3,1,10,2,3,10,7,7,8
29,1,0,1176,0,3,2,2,2,0,62,3,2,0,3,1,5561,3487,1,1,14,3,1,1,6,5,2,6,0,1,2
35,1,0,1017,1,6,4,0,2,1,82,1,2,1,4,0,6646,19368,1,1,13,3,2,0,17,3,3,17,11,11,8
33,1,1,1296,1,6,3,0,3,1,30,3,2,4,4,2,7725,5335,3,1,23,4,3,1,15,2,1,13,11,4,7
54,1,0,397,2,19,4,2,3,1,88,3,3,8,2,1,10725,6729,2,1,15,3,3,1,16,1,4,9,7,7,1
36,1,0,913,1,9,2,2,2,1,48,2,2,3,2,2,8847,13934,2,0,11,3,3,1,13,2,3,3,2,0,2
27,1,0,1115,1,3,4,2,1,1,54,2,1,1,4,0,2045,15174,0,1,13,3,4,0,5,0,3,4,2,1,1
20,0,0,1362,1,10,1,2,4,1,32,3,1,1,3,0,1009,26999,1,0,11,3,4,0,1,5,3,1,0,1,1
33,0,1,1076,1,3,3,0,1,1,70,3,1,1,1,0,3348,3164,1,0,11,3,1,0,10,3,3,10,8,9,7
35,1,2,727,1,3,3,0,3,1,41,2,1,2,3,1,1281,16900,1,1,18,3,3,2,1,3,3,1,0,0,0
23,1,0,885,1,4,3,2,1,1,58,4,1,1,1,1,2819,8544,2,1,16,3,1,1,5,3,4,3,2,0,2
25,1,0,810,0,8,3,0,4,1,57,4,2,0,2,1,4851,15678,0,1,22,4,3,1,4,4,3,3,2,1,2
38,1,0,243,0,7,4,3,4,0,46,2,2,0,4,0,4028,7791,0,1,20,4,1,0,8,2,3,7,7,0,5
29,1,1,806,1,1,4,0,2,1,76,1,1,1,4,2,2720,18959,1,1,18,3,4,1,10,5,3,10,7,2,8
48,1,0,817,0,2,1,3,2,1,56,4,2,0,2,1,8120,18597,3,1,12,3,4,0,12,3,3,2,2,2,2
27,1,1,1410,0,3,1,2,4,0,71,4,2,0,4,2,4647,16673,1,0,20,4,2,2,6,3,3,6,5,0,4
37,1,0,1225,1,10,2,0,4,1,80,4,1,1,4,0,4680,15232,3,1,17,3,1,0,4,2,3,1,0,0,0
50,1,0,1207,1,28,1,2,4,1,74,4,1,2,3,1,3221,3297,1,0,11,3,3,3,20,3,3,20,8,3,8
34,1,0,1442,1,9,3,2,4,0,46,2,3,4,2,0,8621,17654,1,1,14,3,2,0,9,3,4,8,7,7,7
24,0,0,693,0,3,2,0,1,0,65,3,2,0,3,0,4577,24785,9,1,14,3,1,0,4,3,3,2,2,2,0
39,1,0,408,1,2,4,4,4,0,80,2,2,4,3,0,4553,20978,1,1,11,3,1,0,20,4,3,20,7,11,10
32,1,0,929,0,10,3,3,4,1,55,3,2,0,4,0,5396,21703,1,1,12,3,4,0,10,2,2,10,7,0,8
50,0,1,562,0,8,2,4,2,1,50,3,2,0,3,1,6796,23452,3,0,14,3,1,1,18,4,3,4,3,1,3
38,1,0,827,1,1,4,0,2,0,33,4,2,4,4,0,7625,19383,0,1,13,3,3,0,10,4,2,9,7,1,8
27,1,0,608,1,1,2,0,3,0,68,3,3,3,1,1,7412,6009,1,1,11,3,4,0,9,3,3,9,7,0,7
32,1,0,1018,1,3,2,0,3,0,39,3,3,7,4,0,11159,19373,3,1,15,3,4,0,10,6,3,7,7,7,7
47,1,0,703,0,14,4,3,4,1,42,3,2,0,1,0,4960,11825,2,1,12,3,4,0,20,2,3,7,7,1,7
40,1,1,580,0,5,4,0,4,1,48,2,3,0,1,1,10475,23772,5,0,21,4,3,1,20,2,3,18,13,1,12
53,1,0,970,1,7,3,0,3,1,59,4,4,7,3,1,14814,13514,3,1,19,3,3,0,32,3,3,5,1,1,3
41,1,0,427,2,10,4,5,2,1,73,2,5,5,4,2,19141,8861,3,1,15,3,2,3,23,2,2,21,6,12,6
60,1,0,1179,0,16,4,3,1,1,84,3,2,0,1,0,5405,11924,8,1,14,3,4,0,10,1,3,2,2,2,2
27,1,1,294,1,10,2,0,4,1,32,3,3,3,1,2,8793,4809,1,1,21,4,3,2,9,4,2,9,7,1,7
41,1,0,314,2,1,3,5,4,1,59,2,5,5,3,1,19189,19562,1,1,12,3,2,1,22,3,3,22,7,2,10
50,1,0,316,0,8,4,3,4,1,54,3,1,6,2,1,3875,9983,7,1,15,3,4,1,4,2,3,2,2,2,2
28,0,0,654,1,1,2,0,1,0,67,1,1,1,2,0,2216,3872,7,0,13,3,4,0,10,4,3,7,7,3,7
36,1,2,427,1,8,3,0,1,0,63,4,3,7,1,1,11713,20335,9,1,14,3,1,1,10,2,3,8,7,0,5
38,1,0,168,1,1,3,0,3,0,81,3,3,3,3,0,7861,15397,4,0,14,3,4,0,10,4,4,1,0,0,0
44,1,2,381,1,24,3,2,1,1,49,1,1,2,3,0,3708,2104,2,1,14,3,3,0,9,5,3,5,2,1,4
47,1,1,217,0,3,3,2,4,0,49,3,4,0,3,2,13770,10225,9,0,12,3,4,2,28,2,2,22,2,11,13
30,1,0,501,0,27,5,3,3,1,99,3,2,0,4,2,5304,25275,7,1,23,4,4,1,10,2,2,8,7,7,7
29,1,0,1396,0,10,3,0,3,1,99,3,1,6,3,0,2642,2755,1,1,11,3,3,0,1,6,3,1,0,0,0
42,0,1,933,1,19,3,2,3,1,57,4,1,1,3,2,2759,20366,6,0,12,3,4,0,7,2,3,2,2,2,2
43,1,1,775,0,15,3,0,4,1,47,2,2,0,4,1,6804,23683,3,1,18,3,3,1,7,5,3,2,2,2,2
34,1,0,970,1,8,2,2,2,0,96,3,2,4,3,0,6142,7360,3,1,11,3,4,0,10,2,3,5,1,4,3
23,1,0,650,1,9,1,2,2,1,37,3,1,2,1,1,2500,4344,1,1,14,3,4,1,5,2,4,4,3,0,2
39,1,0,141,2,3,3,5,3,0,44,4,2,8,2,1,6389,18767,9,1,15,3,3,1,12,3,1,8,3,3,6
56,1,0,832,1,9,3,2,3,1,81,3,4,4,4,1,11103,20420,7,1,11,3,3,0,30,1,2,10,7,1,1
40,1,0,804,1,2,1,2,4,0,86,2,1,1,4,0,2342,22929,0,0,20,4,4,0,5,2,2,4,2,2,3
27,1,0,975,1,7,3,2,4,0,55,2,2,4,1,0,6811,23398,8,1,19,3,1,0,9,2,1,7,6,0,7
29,1,0,1090,0,10,3,3,4,1,83,3,1,6,2,2,2297,17967,1,1,14,3,4,2,2,2,3,2,2,2,2
53,1,0,346,1,6,3,0,4,1,86,3,2,2,4,0,2450,10919,2,1,17,3,4,0,19,4,3,2,2,2,2
35,1,2,1225,1,2,4,0,4,0,61,3,2,4,1,2,5093,4761,2,1,11,3,1,1,16,2,4,1,0,0,0
32,1,1,430,1,24,4,0,1,1,80,3,2,2,4,1,5309,21146,1,1,15,3,4,2,10,2,3,10,8,4,7
38,1,0,268,1,2,5,2,4,1,92,3,1,1,3,1,3057,20471,6,0,13,3,2,1,6,0,1,1,0,0,1
34,1,0,167,1,8,5,0,2,0,32,3,2,3,1,2,5121,4187,3,1,14,3,3,1,7,3,3,0,0,0,0
52,1,0,621,0,3,4,3,3,1,31,2,4,5,1,1,16856,10084,1,1,11,3,1,0,34,3,4,34,6,1,16
33,0,0,527,1,1,4,1,4,1,63,3,1,1,4,0,2686,5207,1,0,13,3,3,0,10,2,2,10,9,7,8
25,1,0,883,0,26,1,2,3,0,32,3,2,0,4,0,6180,22807,1,1,23,4,2,0,6,5,2,6,5,1,4
45,1,0,954,0,2,2,4,2,1,46,1,2,6,3,0,6632,12388,0,1,13,3,1,0,9,3,3,8,7,3,1
23,1,0,310,1,10,1,2,1,1,79,4,1,1,3,0,3505,19630,1,1,18,3,4,0,2,3,3,2,2,0,2
47,0,1,719,0,27,2,0,2,0,77,4,2,0,3,0,6397,10339,4,0,12,3,4,0,8,2,3,5,4,1,3
34,1,0,304,0,2,3,1,4,1,60,3,2,0,4,0,6274,18686,1,1,22,4,3,0,6,5,3,6,5,1,4
55,0,0,725,1,2,3,2,4,1,78,3,5,5,1,1,19859,21199,5,0,13,3,4,1,24,2,3,5,2,1,4
36,1,2,1434,0,8,4,0,1,1,76,2,3,0,1,0,7587,14229,1,1,15,3,2,0,10,1,3,10,7,0,9
52,1,2,715,1,19,4,2,4,1,41,3,1,1,4,1,4258,26589,0,1,18,3,1,1,5,3,3,4,3,1,2
26,1,1,575,1,1,2,0,1,0,71,1,1,2,4,2,4364,5288,3,1,14,3,1,1,5,2,3,2,2,2,0
29,1,0,657,1,27,3,2,2,0,66,3,2,4,3,1,4335,25549,4,1,12,3,1,1,11,3,2,8,7,1,1
26,0,0,1146,0,8,3,4,4,1,38,2,2,0,1,0,5326,3064,6,1,17,3,3,0,6,2,2,4,3,1,2
34,1,0,182,1,1,4,0,2,0,72,4,1,1,4,0,3280,13551,2,1,16,3,3,0,10,2,3,4,2,1,3
54,1,0,376,1,19,4,2,4,0,95,3,2,3,1,2,5485,22670,9,0,11,3,2,2,9,4,3,5,3,1,4
27,1,1,829,0,8,1,3,3,1,84,3,2,0,4,1,4342,24008,0,1,19,3,2,1,5,3,3,4,2,1,1
37,1,0,571,1,10,1,0,4,0,82,3,1,1,1,2,2782,19905,0,0,13,3,2,2,6,3,2,5,3,4,3
38,1,1,240,1,2,4,0,1,0,75,4,2,3,1,0,5980,26085,6,0,12,3,4,0,17,2,3,15,7,4,12
34,1,0,121,1,2,4,2,3,0,86,2,1,1,1,0,4381,7530,1,1,11,3,3,0,6,3,3,6,5,1,3
35,1,0,384,0,8,4,0,1,0,72,3,1,6,4,1,2572,20317,1,1,16,3,2,1,3,1,2,3,2,0,2
30,1,0,921,1,1,3,0,4,1,38,1,1,2,3,1,3833,24375,3,1,21,4,3,2,7,2,3,2,2,0,2
40,1,1,791,1,2,2,2,3,0,38,4,2,4,2,1,4244,9931,1,1,24,4,4,1,8,2,3,8,7,3,7
34,1,0,1111,0,8,2,0,3,0,93,3,2,0,1,1,6500,13305,5,1,17,3,2,1,6,1,3,3,2,1,2
42,1,1,570,1,8,3,0,2,1,66,3,5,5,4,2,18430,16225,1,1,13,3,2,1,24,4,2,24,7,14,9
23,0,0,1243,1,6,3,0,3,1,63,4,1,2,1,1,1601,3445,1,0,21,4,3,2,1,2,3,0,0,0,0
24,1,2,1092,1,9,3,0,3,1,60,2,1,2,2,2,2694,26551,1,1,11,3,3,3,1,4,3,1,0,0,0
52,1,0,1325,1,11,4,0,4,0,82,3,2,2,3,1,3149,21821,8,1,20,4,2,1,9,3,3,5,2,1,4
50,1,0,691,1,2,3,2,3,1,64,3,4,7,3,1,17639,6881,5,1,16,3,4,0,30,3,3,4,3,0,3
29,0,0,805,1,1,2,0,2,0,36,2,1,2,1,1,2319,6689,1,0,11,3,4,1,1,1,3,1,0,0,0
33,1,0,213,1,7,3,2,3,1,49,3,3,7,3,1,11691,25995,0,1,11,3,4,0,14,3,4,13,9,3,7
33,0,0,118,0,16,3,3,1,0,69,3,2,0,1,0,5324,26507,5,1,15,3,3,0,6,3,3,3,2,0,2
47,1,0,202,1,2,2,1,3,0,33,3,4,5,4,1,16752,12982,1,0,11,3,3,1,26,3,2,26,14,3,0
36,1,0,676,1,1,3,1,3,0,35,3,2,3,2,1,5228,23361,0,1,15,3,1,1,10,2,3,9,7,0,5
29,1,0,1252,1,23,2,0,3,1,81,4,1,1,3,1,2700,23779,1,1,24,4,3,1,10,3,3,10,7,0,7
58,0,0,286,1,2,4,0,4,1,31,3,5,7,2,0,19246,25761,7,0,12,3,4,0,40,2,3,31,15,13,8
35,1,0,1258,1,1,4,0,4,0,40,4,1,1,3,0,2506,13301,3,1,13,3,3,0,7,0,3,2,2,2,2
42,1,0,932,1,1,2,0,4,0,43,2,2,3,4,1,6062,4051,9,0,13,3,4,1,8,4,3,4,3,0,2
28,0,0,890,1,2,4,2,3,1,46,3,1,1,3,0,4382,16374,6,1,17,3,4,0,5,3,2,2,2,2,1
36,1,0,1041,2,13,3,5,3,1,36,3,1,8,2,1,2143,25527,4,1,13,3,2,1,8,2,3,5,2,0,4
32,1,0,859,1,4,3,0,3,0,98,2,2,3,3,1,6162,19124,1,1,12,3,3,1,14,3,3,14,13,6,8
40,1,1,720,1,16,4,2,1,1,51,2,2,2,3,0,5094,11983,6,1,14,3,4,0,10,6,3,1,0,0,0
30,1,0,946,1,2,3,2,3,0,52,2,2,3,4,0,6877,20234,5,0,24,4,2,0,12,4,2,0,0,0,0
45,1,0,252,1,2,3,0,2,0,95,2,1,1,3,0,2274,6153,1,1,14,3,4,0,1,3,3,1,0,0,0
42,1,0,933,1,29,3,0,2,1,98,3,2,3,2,1,4434,11806,1,1,13,3,4,1,10,3,2,9,8,7,8
38,1,1,471,1,12,3,0,1,1,45,2,2,4,1,2,6288,4284,2,1,15,3,3,1,13,3,2,4,3,1,2
34,1,1,702,1,16,4,0,3,0,100,2,1,1,4,0,2553,8306,1,1,16,3,3,0,6,3,3,5,2,1,3
49,0,0,1184,0,11,3,3,3,0,43,3,3,0,4,1,7654,5860,1,1,18,3,1,2,9,3,4,9,8,7,7
55,0,0,436,0,2,1,2,3,1,37,3,2,0,4,0,5160,21519,4,1,16,3,3,0,12,3,2,9,7,7,3
43,1,0,589,1,14,2,0,2,1,94,3,4,7,1,1,17159,5200,6,1,24,4,3,1,22,3,3,4,1,1,0
27,1,0,269,1,5,1,4,3,1,42,2,3,7,4,2,12808,8842,1,0,16,3,2,1,9,3,3,9,8,0,8
35,1,0,950,1,7,3,1,3,1,59,3,3,3,3,0,10221,18869,3,1,21,4,2,0,17,3,4,8,5,1,6
28,1,0,760,0,2,4,3,2,0,81,3,2,0,2,1,4779,3698,1,0,20,4,1,0,8,2,3,8,7,7,5
34,1,0,829,2,3,2,5,3,1,88,3,1,8,4,1,3737,2243,0,1,19,3,3,1,4,1,1,3,2,0,2
26,0,1,887,1,5,2,2,3,0,88,2,1,1,3,1,2366,20898,1,0,14,3,1,1,8,2,3,8,7,1,7
27,1,2,443,1,3,3,2,4,1,50,3,1,1,4,1,1706,16571,1,1,11,3,3,3,0,6,2,0,0,0,0
51,1,0,1318,0,26,4,3,1,0,66,3,4,5,3,1,16307,5594,2,1,14,3,3,1,29,2,2,20,6,4,17
44,1,0,625,1,4,3,2,4,1,50,3,2,4,2,0,5933,5197,9,1,12,3,4,0,10,2,2,5,2,2,3
25,1,0,180,1,2,1,2,1,1,65,4,1,1,1,0,3424,21632,7,1,13,3,3,0,6,3,2,4,3,0,1
33,1,0,586,0,1,3,2,1,1,48,4,2,0,1,2,4037,21816,1,1,22,4,1,1,9,5,3,9,8,0,8
35,1,0,1343,1,27,1,2,3,0,53,2,1,1,1,0,2559,17852,1,1,11,3,4,0,6,3,2,6,5,1,1
36,1,0,928,0,1,2,0,2,1,56,3,2,0,4,1,6201,2823,1,0,14,3,4,1,18,1,2,18,14,4,11
32,1,0,117,0,13,4,0,2,1,73,3,2,0,4,2,4403,9250,2,1,11,3,3,1,8,3,2,5,2,0,3
30,1,1,1012,1,5,4,0,2,1,75,2,1,1,4,2,3761,2373,9,1,12,3,2,1,10,3,2,5,4,0,3
53,1,0,661,0,7,2,3,1,0,78,2,3,0,4,1,10934,20715,7,0,18,3,4,1,35,3,3,5,2,0,4
45,1,0,930,0,9,3,3,4,1,74,3,3,0,1,2,10761,19239,4,0,12,3,3,1,18,2,3,5,4,0,2
32,1,0,638,1,8,2,2,3,0,91,4,2,1,3,1,5175,22162,5,1,12,3,3,1,9,3,2,5,3,1,3
52,1,1,890,1,25,4,2,3,0,81,2,4,3,4,1,13826,19028,3,1,22,4,3,0,31,3,3,9,8,0,0
37,1,0,342,0,16,4,3,4,1,66,2,2,0,3,2,6334,24558,4,1,19,3,4,2,9,2,3,1,0,0,0
28,1,0,1169,2,8,2,2,2,1,63,2,1,8,4,2,4936,23965,1,1,13,3,4,1,6,6,3,5,1,0,4
22,1,0,1230,1,1,2,0,4,1,33,2,2,3,4,1,4775,19146,6,1,22,4,1,2,4,2,1,2,2,2,2
44,1,0,986,1,8,4,0,1,1,62,4,1,2,4,1,2818,5044,2,0,24,4,3,1,10,2,2,3,2,0,2
42,1,1,1271,1,2,1,2,2,1,35,3,1,1,4,0,2515,9068,5,0,14,3,4,0,8,2,3,2,1,2,2
36,1,0,1278,2,8,3,0,1,1,77,2,1,8,1,1,2342,8635,0,1,21,4,3,0,6,3,3,5,4,0,3
25,1,0,141,0,3,1,1,3,1,98,3,2,0,1,1,4194,14363,1,0,18,3,4,0,5,3,3,5,3,0,3
